original,name,type,taxid,fuzzy,different
Lynx canadensis faeces associated genomovirus CL1 128,Lynx canadensis faeces associated genomovirus CL1 128,virus,2219122,false,false
Lynx canadensis faeces associated genomovirus CL1 148,Lynx canadensis faeces associated genomovirus CL1 148,virus,2219123,false,false
Lynx canadensis faeces associated genomovirus CL1 46,Lynx canadensis faeces associated genomovirus CL1 46,virus,2219124,false,false
Lynx canadensis faeces associated genomovirus CL1 48,Lynx canadensis faeces associated genomovirus CL1 48,virus,2219125,false,false
Lynx canadensis faeces associated genomovirus CL1 58,Lynx canadensis faeces associated genomovirus CL1 58,virus,2219126,false,false
Lynx canadensis faeces associated genomovirus CL1 71,Lynx canadensis faeces associated genomovirus CL1 71,virus,2219127,false,false
Lynx canadensis faeces associated genomovirus CL1 74,Lynx canadensis faeces associated genomovirus CL1 74,virus,2219128,false,false
Lynx canadensis faeces associated genomovirus CL3 128,Lynx canadensis faeces associated genomovirus CL3 128,virus,2219129,false,false
Lynx canadensis faeces associated genomovirus CL4 128,Lynx canadensis faeces associated genomovirus CL4 128,virus,2219130,false,false
Lynx canadensis faeces associated genomovirus CL4 71,Lynx canadensis faeces associated genomovirus CL4 71,virus,2219131,false,false
Lynx canadensis faeces associated genomovirus CL5 48,Lynx canadensis faeces associated genomovirus CL5 48,virus,2219132,false,false
Lynx canadensis gammaherpesvirus 1,Lynx canadensis gammaherpesvirus 1,virus,2508171,false,false
Lynx rufus gammaherpesvirus 1,Lynx rufus gammaherpesvirus 1,virus,1452541,false,false
Lynx rufus gammaherpesvirus 2,Lynx rufus gammaherpesvirus 2,virus,1706831,false,false
Lynx rufus smacovirus 1,Lynx rufus smacovirus 1,virus,2592414,false,false
Lynx rufus smacovirus 2,Lynx rufus smacovirus 2,virus,2592415,false,false
Sonfela circovirus 1,Sonfela circovirus 1,virus,2771380,false,false
Sonfela circovirus 2,Sonfela circovirus 2,virus,2771381,false,false
Macaca arctoides gammaherpesvirus 1,Macaca arctoides gammaherpesvirus 1,virus,2341050,false,false
Macaque simian foamy virus,Macaque simian foamy virus,virus,338478,false,false
Taiwanese macaque simian foamy virus,Taiwanese macaque simian foamy virus,virus,2170202,false,false
Alphapapillomavirus 12,Alphapapillomavirus 12,virus,10570,false,false
Betapapillomavirus 6,Betapapillomavirus 6,virus,1172193,false,false
Cynomolgus cytomegalovirus,Cynomolgus cytomegalovirus,virus,1919083,false,false
Lymphocryptovirus sp.,Lymphocryptovirus sp.,virus,2665497,false,false
Macaca fascicularis adenovirus 1,Macaca fascicularis adenovirus 1,virus,1076307,false,false
Macaca fascicularis chapparvovirus,Macaca fascicularis chapparvovirus,virus,2663234,false,false
Macaca fascicularis cytomegalovirus 1,Macaca fascicularis cytomegalovirus 1,virus,308703,false,false
Macaca fascicularis gammapapillomavirus,Macaca fascicularis gammapapillomavirus,virus,2663246,false,false
Macaca fascicularis lymphocryptovirus,Macaca fascicularis lymphocryptovirus,virus,1195658,false,false
Macaca fascicularis lymphocryptovirus 1,Macaca fascicularis lymphocryptovirus 1,virus,212722,false,false
Macaca fascicularis picobirnavirus,Macaca fascicularis picobirnavirus,virus,2763909,false,false
Macaca fascicularis picornavirus,Macaca fascicularis picornavirus,virus,2663233,false,false
Macaca fascicularis polyomavirus 1,Macaca fascicularis polyomavirus 1,virus,1236398,false,false
Macaca fascicularis protoparvovirus,Macaca fascicularis protoparvovirus,virus,2663244,false,false
Macaca fascicularis sapelovirus,Macaca fascicularis sapelovirus,virus,2663245,false,false
Macaca fascicularis stool-associated virus,Macaca fascicularis stool-associated virus,virus,2663259,false,false
Macacine betaherpesvirus 3,Macacine betaherpesvirus 3,virus,47929,false,false
Macacine betaherpesvirus 8,Macacine betaherpesvirus 8,virus,2560567,false,false
Macacine gammaherpesvirus 10,Macacine gammaherpesvirus 10,virus,2560569,false,false
Macacine gammaherpesvirus 8,Macacine gammaherpesvirus 8,virus,2560572,false,false
Picobirnavirus monkey/CHN-33/2002,Picobirnavirus monkey/CHN-33/2002,virus,1195204,false,false
Picobirnavirus monkey/CHN-41/2002,Picobirnavirus monkey/CHN-41/2002,virus,1195210,false,false
Picobirnavirus monkey/CHN-76/2002,Picobirnavirus monkey/CHN-76/2002,virus,1195231,false,false
Sapelovirus B,Sapelovirus B,virus,686985,false,false
Simian adenovirus 8,Simian adenovirus 8,virus,413258,false,false
Simian adenovirus B,Simian adenovirus B,virus,1165908,false,false
Simian mastadenovirus A,Simian mastadenovirus A,virus,298334,false,false
Simian mastadenovirus B,Simian mastadenovirus B,virus,1962299,false,false
Simian retrovirus 8,Simian retrovirus 8,virus,1904439,false,false
Zetaarterivirus ugarco 1,Zetaarterivirus ugarco 1,virus,2499932,false,false
Japanese cytomegalovirus,Japanese cytomegalovirus,virus,2795229,false,false
Macaca fuscata lymphocryptovirus 2,Macaca fuscata lymphocryptovirus 2,virus,221244,false,false
Macaca fuscata papillomavirus 2,Macaca fuscata papillomavirus 2,virus,2506204,false,false
Macacine gammaherpesvirus 11,Macacine gammaherpesvirus 11,virus,2560570,false,false
Macacine gammaherpesvirus 4,Macacine gammaherpesvirus 4,virus,45455,false,false
Simian retrovirus 5,Simian retrovirus 5,virus,123561,false,false
Simian retrovirus Y,Simian retrovirus Y,virus,980635,false,false
Torque teno virus 25,Torque teno virus 25,virus,687364,false,false
Torque teno virus 26,Torque teno virus 26,virus,687365,false,false
Adeno-Associated Virus Clade A,Adeno-Associated Virus Clade A,virus,1717193,false,false
Adeno-Associated Virus Clade C,Adeno-Associated Virus Clade C,virus,1717194,false,false
Adeno-Associated Virus Clade D,Adeno-Associated Virus Clade D,virus,1717195,false,false
Adeno-Associated Virus PREDICT_AaV-10,Adeno-Associated Virus PREDICT_AaV-10,virus,1717196,false,false
Adeno-Associated Virus PREDICT_AaV-11,Adeno-Associated Virus PREDICT_AaV-11,virus,1717197,false,false
Adeno-Associated Virus PREDICT_AaV-5,Adeno-Associated Virus PREDICT_AaV-5,virus,1717198,false,false
Adeno-Associated Virus PREDICT_AaV-6,Adeno-Associated Virus PREDICT_AaV-6,virus,1717199,false,false
Adeno-Associated Virus PREDICT_AaV-7,Adeno-Associated Virus PREDICT_AaV-7,virus,1717200,false,false
Adeno-Associated Virus PREDICT_AaV-8,Adeno-Associated Virus PREDICT_AaV-8,virus,1717201,false,false
Adeno-Associated Virus PREDICT_AaV-9,Adeno-Associated Virus PREDICT_AaV-9,virus,1717202,false,false
Adeno-Associated Virus rh.8,Adeno-Associated Virus rh.8,virus,1717203,false,false
Adenovirus PREDICT_AdV-69,Adenovirus PREDICT_AdV-69,virus,1717143,false,false
Adenovirus PREDICT_AdV-72,Adenovirus PREDICT_AdV-72,virus,1717144,false,false
Astrovirus PREDICT MAstV-111,Astrovirus PREDICT MAstV-111,virus,1717145,false,false
Astrovirus PREDICT MAstV-112,Astrovirus PREDICT MAstV-112,virus,1717146,false,false
Astrovirus PREDICT MAstV-113,Astrovirus PREDICT MAstV-113,virus,1717147,false,false
Astrovirus PREDICT MAstV-117,Astrovirus PREDICT MAstV-117,virus,1717148,false,false
Astrovirus PREDICT MAstV-118,Astrovirus PREDICT MAstV-118,virus,1717149,false,false
Astrovirus PREDICT MAstV-122,Astrovirus PREDICT MAstV-122,virus,1717150,false,false
Astrovirus PREDICT MAstV-125,Astrovirus PREDICT MAstV-125,virus,1717151,false,false
Astrovirus PREDICT MAstV-126,Astrovirus PREDICT MAstV-126,virus,1717152,false,false
Astrovirus PREDICT MAstV-127,Astrovirus PREDICT MAstV-127,virus,1717153,false,false
Astrovirus PREDICT MAstV-128,Astrovirus PREDICT MAstV-128,virus,1717154,false,false
Astrovirus PREDICT MAstV-137,Astrovirus PREDICT MAstV-137,virus,1717155,false,false
Camula virus,Camula virus,virus,1960157,false,false
Coronavirus PREDICT_CoV-49,Coronavirus PREDICT_CoV-49,virus,1717204,false,false
Coronavirus PREDICT_CoV-50,Coronavirus PREDICT_CoV-50,virus,1717205,false,false
Deltaarterivirus pejah,Deltaarterivirus pejah,virus,2499623,false,false
Enterovirus L,Enterovirus L,virus,2169885,false,false
Enterovirus rhesus monkey/FFH-2008/China,Enterovirus rhesus monkey/FFH-2008/China,virus,754527,false,false
Epsilonarterivirus hemcep,Epsilonarterivirus hemcep,virus,2501964,false,false
Macaca mulatta adenovirus 1,Macaca mulatta adenovirus 1,virus,1076308,false,false
Macaca mulatta feces associated virus 1,Macaca mulatta feces associated virus 1,virus,2499223,false,false
Macaca mulatta feces associated virus 10,Macaca mulatta feces associated virus 10,virus,2499232,false,false
Macaca mulatta feces associated virus 2,Macaca mulatta feces associated virus 2,virus,2499224,false,false
Macaca mulatta feces associated virus 3,Macaca mulatta feces associated virus 3,virus,2499225,false,false
Macaca mulatta feces associated virus 4,Macaca mulatta feces associated virus 4,virus,2499226,false,false
Macaca mulatta feces associated virus 5,Macaca mulatta feces associated virus 5,virus,2499227,false,false
Macaca mulatta feces associated virus 6,Macaca mulatta feces associated virus 6,virus,2499228,false,false
Macaca mulatta feces associated virus 7,Macaca mulatta feces associated virus 7,virus,2499229,false,false
Macaca mulatta feces associated virus 8,Macaca mulatta feces associated virus 8,virus,2499230,false,false
Macaca mulatta feces associated virus 9,Macaca mulatta feces associated virus 9,virus,2499231,false,false
Macaca mulatta lymphocryptovirus 1,Macaca mulatta lymphocryptovirus 1,virus,221245,false,false
Macaca mulatta papillomavirus 2,Macaca mulatta papillomavirus 2,virus,2294150,false,false
Macaca mulatta papillomavirus 3,Macaca mulatta papillomavirus 3,virus,2294151,false,false
Macaca mulatta papillomavirus 4,Macaca mulatta papillomavirus 4,virus,2294152,false,false
Macaca mulatta papillomavirus 5,Macaca mulatta papillomavirus 5,virus,2364645,false,false
Macaca mulatta papillomavirus 6,Macaca mulatta papillomavirus 6,virus,2364646,false,false
Macaca mulatta papillomavirus 7,Macaca mulatta papillomavirus 7,virus,2364644,false,false
Macaca mulatta papillomavirus M010,Macaca mulatta papillomavirus M010,virus,2654579,false,false
Macaca mulatta papillomavirus M011,Macaca mulatta papillomavirus M011,virus,2654570,false,false
Macaca mulatta papillomavirus OTUfA11,Macaca mulatta papillomavirus OTUfA11,virus,2654585,false,false
Macaca mulatta papillomavirus OTUfA116,Macaca mulatta papillomavirus OTUfA116,virus,2654571,false,false
Macaca mulatta papillomavirus OTUfA121,Macaca mulatta papillomavirus OTUfA121,virus,2654586,false,false
Macaca mulatta papillomavirus OTUfA127,Macaca mulatta papillomavirus OTUfA127,virus,2654587,false,false
Macaca mulatta papillomavirus OTUfA13,Macaca mulatta papillomavirus OTUfA13,virus,2654588,false,false
Macaca mulatta papillomavirus OTUfA165,Macaca mulatta papillomavirus OTUfA165,virus,2654589,false,false
Macaca mulatta papillomavirus OTUfA21,Macaca mulatta papillomavirus OTUfA21,virus,2654590,false,false
Macaca mulatta papillomavirus OTUfA279,Macaca mulatta papillomavirus OTUfA279,virus,2654591,false,false
Macaca mulatta papillomavirus OTUfA286,Macaca mulatta papillomavirus OTUfA286,virus,2654592,false,false
Macaca mulatta papillomavirus OTUfA3,Macaca mulatta papillomavirus OTUfA3,virus,2654572,false,false
Macaca mulatta papillomavirus OTUfA300,Macaca mulatta papillomavirus OTUfA300,virus,2654593,false,false
Macaca mulatta papillomavirus OTUfA333,Macaca mulatta papillomavirus OTUfA333,virus,2654594,false,false
Macaca mulatta papillomavirus OTUfA34,Macaca mulatta papillomavirus OTUfA34,virus,2654601,false,false
Macaca mulatta papillomavirus OTUfA36,Macaca mulatta papillomavirus OTUfA36,virus,2654595,false,false
Macaca mulatta papillomavirus OTUfA368,Macaca mulatta papillomavirus OTUfA368,virus,2654596,false,false
Macaca mulatta papillomavirus OTUfa3772,Macaca mulatta papillomavirus OTUfa3772,virus,2654568,false,false
Macaca mulatta papillomavirus OTUfA403,Macaca mulatta papillomavirus OTUfA403,virus,2654597,false,false
Macaca mulatta papillomavirus OTUfA426,Macaca mulatta papillomavirus OTUfA426,virus,2654598,false,false
Macaca mulatta papillomavirus OTUfA43,Macaca mulatta papillomavirus OTUfA43,virus,2654599,false,false
Macaca mulatta papillomavirus OTUfA44,Macaca mulatta papillomavirus OTUfA44,virus,2654573,false,false
Macaca mulatta papillomavirus OTUfA45,Macaca mulatta papillomavirus OTUfA45,virus,2654600,false,false
Macaca mulatta papillomavirus OTUfA485,Macaca mulatta papillomavirus OTUfA485,virus,2654602,false,false
Macaca mulatta papillomavirus OTUfA488,Macaca mulatta papillomavirus OTUfA488,virus,2654603,false,false
Macaca mulatta papillomavirus OTUfA489,Macaca mulatta papillomavirus OTUfA489,virus,2654604,false,false
Macaca mulatta papillomavirus OTUfA49,Macaca mulatta papillomavirus OTUfA49,virus,2654605,false,false
Macaca mulatta papillomavirus OTUfA5,Macaca mulatta papillomavirus OTUfA5,virus,2654606,false,false
Macaca mulatta papillomavirus OTUfA53,Macaca mulatta papillomavirus OTUfA53,virus,2654584,false,false
Macaca mulatta papillomavirus OTUfA593,Macaca mulatta papillomavirus OTUfA593,virus,2654607,false,false
Macaca mulatta papillomavirus OTUfA60,Macaca mulatta papillomavirus OTUfA60,virus,2654608,false,false
Macaca mulatta papillomavirus OTUfA609,Macaca mulatta papillomavirus OTUfA609,virus,2654609,false,false
Macaca mulatta papillomavirus OTUfA611,Macaca mulatta papillomavirus OTUfA611,virus,2654610,false,false
Macaca mulatta papillomavirus OTUfA650,Macaca mulatta papillomavirus OTUfA650,virus,2654611,false,false
Macaca mulatta papillomavirus OTUfA69,Macaca mulatta papillomavirus OTUfA69,virus,2654612,false,false
Macaca mulatta papillomavirus OTUfA70,Macaca mulatta papillomavirus OTUfA70,virus,2654613,false,false
Macaca mulatta papillomavirus OTUfA740,Macaca mulatta papillomavirus OTUfA740,virus,2654614,false,false
Macaca mulatta papillomavirus OTUfA8,Macaca mulatta papillomavirus OTUfA8,virus,2654574,false,false
Macaca mulatta papillomavirus OTUmA10,Macaca mulatta papillomavirus OTUmA10,virus,2654575,false,false
Macaca mulatta papillomavirus OTUmA11,Macaca mulatta papillomavirus OTUmA11,virus,2654580,false,false
Macaca mulatta papillomavirus OTUmA12,Macaca mulatta papillomavirus OTUmA12,virus,2654583,false,false
Macaca mulatta papillomavirus OTUmA146,Macaca mulatta papillomavirus OTUmA146,virus,2654581,false,false
Macaca mulatta papillomavirus OTUmA15,Macaca mulatta papillomavirus OTUmA15,virus,2654569,false,false
Macaca mulatta papillomavirus OTUmA20,Macaca mulatta papillomavirus OTUmA20,virus,2654576,false,false
Macaca mulatta papillomavirus OTUmA28,Macaca mulatta papillomavirus OTUmA28,virus,2654582,false,false
Macaca mulatta papillomavirus OTUmA32,Macaca mulatta papillomavirus OTUmA32,virus,2654577,false,false
Macaca mulatta papillomavirus OTUmA89,Macaca mulatta papillomavirus OTUmA89,virus,2654578,false,false
Macaque picobirnavirus 0,Macaque picobirnavirus 0,virus,2078788,false,false
Macaque picobirnavirus 1,Macaque picobirnavirus 1,virus,2078789,false,false
Macaque picobirnavirus 10,Macaque picobirnavirus 10,virus,2078790,false,false
Macaque picobirnavirus 11,Macaque picobirnavirus 11,virus,2078791,false,false
Macaque picobirnavirus 12,Macaque picobirnavirus 12,virus,2078792,false,false
Macaque picobirnavirus 13,Macaque picobirnavirus 13,virus,2078793,false,false
Macaque picobirnavirus 14,Macaque picobirnavirus 14,virus,2078794,false,false
Macaque picobirnavirus 15,Macaque picobirnavirus 15,virus,2078795,false,false
Macaque picobirnavirus 16,Macaque picobirnavirus 16,virus,2078796,false,false
Macaque picobirnavirus 17,Macaque picobirnavirus 17,virus,2078797,false,false
Macaque picobirnavirus 18,Macaque picobirnavirus 18,virus,2078798,false,false
Macaque picobirnavirus 19,Macaque picobirnavirus 19,virus,2078799,false,false
Macaque picobirnavirus 2,Macaque picobirnavirus 2,virus,2078800,false,false
Macaque picobirnavirus 20,Macaque picobirnavirus 20,virus,2078801,false,false
Macaque picobirnavirus 21,Macaque picobirnavirus 21,virus,2078802,false,false
Macaque picobirnavirus 22,Macaque picobirnavirus 22,virus,2078803,false,false
Macaque picobirnavirus 23,Macaque picobirnavirus 23,virus,2078804,false,false
Macaque picobirnavirus 24,Macaque picobirnavirus 24,virus,2078805,false,false
Macaque picobirnavirus 25,Macaque picobirnavirus 25,virus,2078806,false,false
Macaque picobirnavirus 26,Macaque picobirnavirus 26,virus,2078807,false,false
Macaque picobirnavirus 27,Macaque picobirnavirus 27,virus,2078808,false,false
Macaque picobirnavirus 28,Macaque picobirnavirus 28,virus,2078809,false,false
Macaque picobirnavirus 29,Macaque picobirnavirus 29,virus,2078810,false,false
Macaque picobirnavirus 3,Macaque picobirnavirus 3,virus,2078811,false,false
Macaque picobirnavirus 30,Macaque picobirnavirus 30,virus,2078812,false,false
Macaque picobirnavirus 31,Macaque picobirnavirus 31,virus,2078813,false,false
Macaque picobirnavirus 32,Macaque picobirnavirus 32,virus,2078814,false,false
Macaque picobirnavirus 33,Macaque picobirnavirus 33,virus,2078815,false,false
Macaque picobirnavirus 34,Macaque picobirnavirus 34,virus,2078816,false,false
Macaque picobirnavirus 35,Macaque picobirnavirus 35,virus,2078817,false,false
Macaque picobirnavirus 36,Macaque picobirnavirus 36,virus,2078818,false,false
Macaque picobirnavirus 37,Macaque picobirnavirus 37,virus,2078819,false,false
Macaque picobirnavirus 4,Macaque picobirnavirus 4,virus,2078820,false,false
