Host_Intermediate,Host,taxid,HostFamily,HostOrder,HostClass
Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,262124,Columbidae,Columbiformes,Dipnotetrapodomorpha
Leptotila verreauxi,Leptotila verreauxi,135631,Columbidae,Columbiformes,Dipnotetrapodomorpha
Leucosarcia melanoleuca,Leucosarcia melanoleuca,115673,Columbidae,Columbiformes,Dipnotetrapodomorpha
Patagioenas fasciata,Patagioenas fasciata,372321,Columbidae,Columbiformes,Dipnotetrapodomorpha
Spilopelia senegalensis,Spilopelia senegalensis,135635,Columbidae,Columbiformes,Dipnotetrapodomorpha
Streptopelia decaocto,Streptopelia decaocto,177147,Columbidae,Columbiformes,Dipnotetrapodomorpha
Streptopelia orientalis,Streptopelia orientalis,36243,Columbidae,Columbiformes,Dipnotetrapodomorpha
Streptopelia roseogrisea,Streptopelia roseogrisea,177152,Columbidae,Columbiformes,Dipnotetrapodomorpha
Streptopelia semitorquata,Streptopelia semitorquata,177153,Columbidae,Columbiformes,Dipnotetrapodomorpha
Streptopelia senegalensis,Spilopelia senegalensis,135635,Columbidae,Columbiformes,Dipnotetrapodomorpha
Streptopelia tranquebarica,Streptopelia tranquebarica,177154,Columbidae,Columbiformes,Dipnotetrapodomorpha
Treron pompadora,Treron pompadora,1118849,Columbidae,Columbiformes,Dipnotetrapodomorpha
Treron sieboldii,Treron sieboldii,228418,Columbidae,Columbiformes,Dipnotetrapodomorpha
Zenaida auriculata,Zenaida auriculata,115703,Columbidae,Columbiformes,Dipnotetrapodomorpha
Zenaida macroura,Zenaida macroura,47245,Columbidae,Columbiformes,Dipnotetrapodomorpha
Alcedo atthis,Alcedo atthis,36245,Alcedinidae,Coraciiformes,Dipnotetrapodomorpha
Alcedo leucogaster,Corythornis leucogaster,1977158,Alcedinidae,Coraciiformes,Dipnotetrapodomorpha
Coracias garrulus,Coracias garrulus,188338,Coraciidae,Coraciiformes,Dipnotetrapodomorpha
Dacelo novaeguineae,Dacelo novaeguineae,8939,Alcedinidae,Coraciiformes,Dipnotetrapodomorpha
Halcyon senegalensis,Halcyon senegalensis,342381,Alcedinidae,Coraciiformes,Dipnotetrapodomorpha
Halcyon smyrnensis,Halcyon smyrnensis,1003843,Alcedinidae,Coraciiformes,Dipnotetrapodomorpha
Merops apiaster,Merops apiaster,265611,Meropidae,Coraciiformes,Dipnotetrapodomorpha
Todiramphus cinnamominus,Todiramphus cinnamominus,1006542,Alcedinidae,Coraciiformes,Dipnotetrapodomorpha
Centropus phasianinus,Centropus phasianinus,121387,Centropidae,Cuculiformes,Dipnotetrapodomorpha
Clamator glandarius,Clamator glandarius,78203,Cuculidae,Cuculiformes,Dipnotetrapodomorpha
Crotophaga sulcirostris,Crotophaga sulcirostris,33598,Crotophagidae,Cuculiformes,Dipnotetrapodomorpha
Cuculus canorus,Cuculus canorus,55661,Cuculidae,Cuculiformes,Dipnotetrapodomorpha
Piaya minuta,Piaya minuta,121399,Coccyzidae,Cuculiformes,Dipnotetrapodomorpha
Aquila fasciata,Aquila fasciata,252784,Accipitridae,Accipitriformes,Dipnotetrapodomorpha
Caracara plancus,Caracara plancus,8951,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco biarmicus,Falco biarmicus,345155,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco cherrug,Falco cherrug,345164,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco chicquera,Falco chicquera,495941,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco columbarius,Falco columbarius,8953,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco deiroleucus,Falco deiroleucus,495962,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco fasciinucha,Falco fasciinucha,453957,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco femoralis,Falco femoralis,56349,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco longipennis,Falco longipennis,321056,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco mexicanus,Falco mexicanus,279964,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco naumanni,Falco naumanni,148594,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco peregrinus,Falco peregrinus,8954,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco punctatus,Falco punctatus,148596,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco rusticolus,Falco rusticolus,120794,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco sparverius,Falco sparverius,56350,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco subbuteo,Falco subbuteo,344233,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco tinnunculus,Falco tinnunculus,100819,Falconidae,Falconiformes,Dipnotetrapodomorpha
Falco vespertinus,Falco vespertinus,56351,Falconidae,Falconiformes,Dipnotetrapodomorpha
Monasa nigrifrons,Monasa nigrifrons,882749,Bucconidae,Galbuliformes,Dipnotetrapodomorpha
Alectoris barbara,Alectoris barbara,40177,Phasianidae,Galliformes,Dipnotetrapodomorpha
Alectoris chukar,Alectoris chukar,9078,Phasianidae,Galliformes,Dipnotetrapodomorpha
Alectoris graeca,Alectoris graeca,40178,Phasianidae,Galliformes,Dipnotetrapodomorpha
Alectoris rufa,Alectoris rufa,9079,Phasianidae,Galliformes,Dipnotetrapodomorpha
Argusianus argus,Argusianus argus,9081,Phasianidae,Galliformes,Dipnotetrapodomorpha
Bambusicola thoracicus,Bambusicola thoracicus,9083,Phasianidae,Galliformes,Dipnotetrapodomorpha
Bonasa umbellus,Bonasa umbellus,9000,Phasianidae,Galliformes,Dipnotetrapodomorpha
Callipepla californica,Callipepla californica,67771,Odontophoridae,Galliformes,Dipnotetrapodomorpha
Callipepla gambelii,Callipepla gambelii,67773,Odontophoridae,Galliformes,Dipnotetrapodomorpha
Centrocercus urophasianus,Centrocercus urophasianus,9002,Phasianidae,Galliformes,Dipnotetrapodomorpha
Chrysolophus pictus,Chrysolophus pictus,9089,Phasianidae,Galliformes,Dipnotetrapodomorpha
Colinus virginianus,Colinus virginianus,9014,Odontophoridae,Galliformes,Dipnotetrapodomorpha
Coturnix coturnix,Coturnix coturnix,9091,Phasianidae,Galliformes,Dipnotetrapodomorpha
Coturnix japonica,Coturnix japonica,93934,Phasianidae,Galliformes,Dipnotetrapodomorpha
Crossoptilon auritum,Crossoptilon auritum,9096,Phasianidae,Galliformes,Dipnotetrapodomorpha
Crossoptilon crossoptilon,Crossoptilon crossoptilon,30408,Phasianidae,Galliformes,Dipnotetrapodomorpha
Dendragapus obscurus,Dendragapus obscurus,90755,Phasianidae,Galliformes,Dipnotetrapodomorpha
Francolinus leucoscepus,Pternistis leucoscepus,666326,Phasianidae,Galliformes,Dipnotetrapodomorpha
Francolinus squamatus,Pternistis squamatus,57765,Phasianidae,Galliformes,Dipnotetrapodomorpha
Gallus gallus,Gallus gallus,9031,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lagopus lagopus,Lagopus lagopus,52650,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lagopus muta,Lagopus muta,64668,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lophophorus impejanus,Lophophorus impejanus,9040,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lophophorus lhuysii,Lophophorus lhuysii,228248,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lophura leucomelanos,Lophura leucomelanos,140445,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lophura nycthemera,Lophura nycthemera,9046,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lophura swinhoii,Lophura swinhoii,140446,Phasianidae,Galliformes,Dipnotetrapodomorpha
Lyrurus tetrix,Lyrurus tetrix,1233216,Phasianidae,Galliformes,Dipnotetrapodomorpha
Meleagris gallopavo,Meleagris gallopavo,9103,Phasianidae,Galliformes,Dipnotetrapodomorpha
Meleagris ocellata,Meleagris ocellata,9101,Phasianidae,Galliformes,Dipnotetrapodomorpha
Numida meleagris,Numida meleagris,8996,Numididae,Galliformes,Dipnotetrapodomorpha
Ortalis vetula,Ortalis vetula,8984,Cracidae,Galliformes,Dipnotetrapodomorpha
Pavo cristatus,Pavo cristatus,9049,Phasianidae,Galliformes,Dipnotetrapodomorpha
Penelope superciliaris,Penelope superciliaris,8987,Cracidae,Galliformes,Dipnotetrapodomorpha
Penelopina nigra,Penelopina nigra,116996,Cracidae,Galliformes,Dipnotetrapodomorpha
Perdix perdix,Perdix perdix,9052,Phasianidae,Galliformes,Dipnotetrapodomorpha
Phasianus colchicus,Phasianus colchicus,9054,Phasianidae,Galliformes,Dipnotetrapodomorpha
Tetrao urogallus,Tetrao urogallus,100830,Phasianidae,Galliformes,Dipnotetrapodomorpha
Tetrastes bonasia,Tetrastes bonasia,1155787,Phasianidae,Galliformes,Dipnotetrapodomorpha
Tragopan caboti,Tragopan caboti,30407,Phasianidae,Galliformes,Dipnotetrapodomorpha
Tympanuchus cupido,Tympanuchus cupido,9004,Phasianidae,Galliformes,Dipnotetrapodomorpha
Tympanuchus phasianellus,Tympanuchus phasianellus,83287,Phasianidae,Galliformes,Dipnotetrapodomorpha
Gavia immer,Gavia immer,37039,Gaviidae,Gaviiformes,Dipnotetrapodomorpha
Gavia stellata,Gavia stellata,37040,Gaviidae,Gaviiformes,Dipnotetrapodomorpha
Amaurornis flavirostra,Amaurornis flavirostra,1294515,Rallidae,Gruiformes,Dipnotetrapodomorpha
Amaurornis phoenicurus,Amaurornis phoenicurus,261959,Rallidae,Gruiformes,Dipnotetrapodomorpha
Anthropoides virgo,Grus virgo,9111,Gruidae,Gruiformes,Dipnotetrapodomorpha
Antigone canadensis,Antigone canadensis,1977160,Gruidae,Gruiformes,Dipnotetrapodomorpha
Balearica pavonina,Balearica pavonina,30414,Gruidae,Gruiformes,Dipnotetrapodomorpha
Balearica regulorum,Balearica regulorum,925459,Gruidae,Gruiformes,Dipnotetrapodomorpha
Crex crex,Crex crex,185586,Rallidae,Gruiformes,Dipnotetrapodomorpha
Fulica alai,Fulica alai,1003837,Rallidae,Gruiformes,Dipnotetrapodomorpha
Fulica americana,Fulica americana,81903,Rallidae,Gruiformes,Dipnotetrapodomorpha
Fulica atra,Fulica atra,9121,Rallidae,Gruiformes,Dipnotetrapodomorpha
Fulica gigantea,Fulica gigantea,555256,Rallidae,Gruiformes,Dipnotetrapodomorpha
Gallicrex cinerea,Gallicrex cinerea,261967,Rallidae,Gruiformes,Dipnotetrapodomorpha
Grus americana,Grus americana,9117,Gruidae,Gruiformes,Dipnotetrapodomorpha
Grus antigone,Antigone antigone,2717063,Gruidae,Gruiformes,Dipnotetrapodomorpha
Grus grus,Grus grus,40816,Gruidae,Gruiformes,Dipnotetrapodomorpha
Grus japonensis,Grus japonensis,30415,Gruidae,Gruiformes,Dipnotetrapodomorpha
Grus leucogeranus,Grus leucogeranus,40819,Gruidae,Gruiformes,Dipnotetrapodomorpha
Grus monacha,Grus monacha,40818,Gruidae,Gruiformes,Dipnotetrapodomorpha
Grus nigricollis,Grus nigricollis,40817,Gruidae,Gruiformes,Dipnotetrapodomorpha
Porphyrio martinica,Porphyrio martinica,54567,Rallidae,Gruiformes,Dipnotetrapodomorpha
Rallus aquaticus,Rallus aquaticus,54496,Rallidae,Gruiformes,Dipnotetrapodomorpha
Musophaga rossae,Musophaga rossae,119412,Musophagidae,Musophagiformes,Dipnotetrapodomorpha
Tauraco erythrolophus,Tauraco erythrolophus,121530,Musophagidae,Musophagiformes,Dipnotetrapodomorpha
Ardeotis kori,Ardeotis kori,89386,Otididae,Gruiformes,Dipnotetrapodomorpha
Chlamydotis undulata,Chlamydotis undulata,172680,Otididae,Gruiformes,Dipnotetrapodomorpha
Otis tarda,Otis tarda,73107,Otididae,Gruiformes,Dipnotetrapodomorpha
Tetrax tetrax,Tetrax tetrax,172684,Otididae,Gruiformes,Dipnotetrapodomorpha
Abrornis proregulus,Phylloscopus proregulus,56435,Phylloscopidae,Passeriformes,Dipnotetrapodomorpha
Acanthis flammea,Acanthis flammea,54769,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Acrocephalus arundinaceus,Acrocephalus arundinaceus,39621,Sylviidae,Passeriformes,Dipnotetrapodomorpha
Acrocephalus dumetorum,Acrocephalus dumetorum,68474,Sylviidae,Passeriformes,Dipnotetrapodomorpha
Acrocephalus palustris,Acrocephalus palustris,68475,Sylviidae,Passeriformes,Dipnotetrapodomorpha
Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,52609,Sylviidae,Passeriformes,Dipnotetrapodomorpha
Acrocephalus scirpaceus,Acrocephalus scirpaceus,48156,Sylviidae,Passeriformes,Dipnotetrapodomorpha
Aegithalos caudatus,Aegithalos caudatus,73327,Aegithalidae,Passeriformes,Dipnotetrapodomorpha
Agelaioides badius,Agelaioides badius,84835,Icteridae,Passeriformes,Dipnotetrapodomorpha
Agelaius phoeniceus,Agelaius phoeniceus,39638,Icteridae,Passeriformes,Dipnotetrapodomorpha
Agelaius tricolor,Agelaius tricolor,9191,Icteridae,Passeriformes,Dipnotetrapodomorpha
Alauda arvensis,Alauda arvensis,88112,Alaudidae,Passeriformes,Dipnotetrapodomorpha
Alethe diademata,Alethe diademata,197521,Turdidae,Passeriformes,Dipnotetrapodomorpha
Amblycercus holosericeus,Amblycercus holosericeus,84791,Icteridae,Passeriformes,Dipnotetrapodomorpha
Anthornis melanura,Anthornis melanura,698975,Meliphagidae,Passeriformes,Dipnotetrapodomorpha
Anthus campestris,Anthus campestris,45800,Motacillidae,Passeriformes,Dipnotetrapodomorpha
Anthus rufulus,Anthus rufulus,1463608,Motacillidae,Passeriformes,Dipnotetrapodomorpha
Anthus trivialis,Anthus trivialis,45804,Motacillidae,Passeriformes,Dipnotetrapodomorpha
Aphelocoma coerulescens,Aphelocoma coerulescens,39617,Corvidae,Passeriformes,Dipnotetrapodomorpha
Baeolophus bicolor,Baeolophus bicolor,88114,Paridae,Passeriformes,Dipnotetrapodomorpha
Baeolophus inornatus,Baeolophus inornatus,142467,Paridae,Passeriformes,Dipnotetrapodomorpha
Bleda eximius,Bleda eximius,374619,Pycnonotidae,Passeriformes,Dipnotetrapodomorpha
Bombycilla cedrorum,Bombycilla cedrorum,161648,Bombycillidae,Passeriformes,Dipnotetrapodomorpha
Bombycilla garrulus,Bombycilla garrulus,125297,Bombycillidae,Passeriformes,Dipnotetrapodomorpha
Calliope calliope,Calliope calliope,229100,Muscicapidae,Passeriformes,Dipnotetrapodomorpha
Calyptomena viridis,Calyptomena viridis,135972,Eurylaimidae,Passeriformes,Dipnotetrapodomorpha
Camarhynchus pallidus,Camarhynchus pallidus,48878,Thraupidae,Passeriformes,Dipnotetrapodomorpha
Cardinalis cardinalis,Cardinalis cardinalis,98964,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Carduelis carduelis,Carduelis carduelis,37600,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Carpodacus erythrinus,Carpodacus erythrinus,175930,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Catharus fuscescens,Catharus fuscescens,159581,Turdidae,Passeriformes,Dipnotetrapodomorpha
Catharus guttatus,Catharus guttatus,9185,Turdidae,Passeriformes,Dipnotetrapodomorpha
Catharus ustulatus,Catharus ustulatus,91951,Turdidae,Passeriformes,Dipnotetrapodomorpha
Chasiempis sandwichensis,Chasiempis sandwichensis,291285,Monarchidae,Passeriformes,Dipnotetrapodomorpha
Chiroxiphia caudata,Chiroxiphia caudata,196027,Pipridae,Passeriformes,Dipnotetrapodomorpha
Chloris chloris,Chloris chloris,37601,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Chlorodrepanis virens,Chlorodrepanis virens,64799,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Chondestes grammacus,Chondestes grammacus,158616,Passerellidae,Passeriformes,Dipnotetrapodomorpha
Coccothraustes coccothraustes,Coccothraustes coccothraustes,37609,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Coloeus monedula,Coloeus monedula,30423,Corvidae,Passeriformes,Dipnotetrapodomorpha
Conopophaga aurita,Conopophaga aurita,237657,Conopophagidae,Passeriformes,Dipnotetrapodomorpha
Conopophila rufogularis,Conopophila rufogularis,266347,Meliphagidae,Passeriformes,Dipnotetrapodomorpha
Contopus sordidulus,Contopus sordidulus,183522,Tyrannidae,Passeriformes,Dipnotetrapodomorpha
Contopus virens,Contopus virens,183524,Tyrannidae,Passeriformes,Dipnotetrapodomorpha
Copsychus saularis,Copsychus saularis,343929,Muscicapidae,Passeriformes,Dipnotetrapodomorpha
Corvus brachyrhynchos,Corvus brachyrhynchos,85066,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus corax,Corvus corax,56781,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus cornix,Corvus cornix,181096,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus corone,Corvus corone,30422,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus frugilegus,Corvus frugilegus,75140,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus hawaiiensis,Corvus hawaiiensis,134902,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus macrorhynchos,Corvus macrorhynchos,36249,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus ossifragus,Corvus ossifragus,349685,Corvidae,Passeriformes,Dipnotetrapodomorpha
Corvus splendens,Corvus splendens,701737,Corvidae,Passeriformes,Dipnotetrapodomorpha
Cracticus tibicen,Gymnorhina tibicen,9132,Artamidae,Passeriformes,Dipnotetrapodomorpha
Creadion carunculatus,Philesturnus carunculatus,192213,Callaeidae,Passeriformes,Dipnotetrapodomorpha
Crithagra mozambica,Crithagra mozambica,1892170,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Cyanistes caeruleus,Cyanistes caeruleus,156563,Paridae,Passeriformes,Dipnotetrapodomorpha
Cyanocitta cristata,Cyanocitta cristata,28727,Corvidae,Passeriformes,Dipnotetrapodomorpha
Cyanocompsa brissonii,Cyanocompsa brissonii,164627,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Cyanomitra olivacea,Cyanomitra olivacea,543285,Nectariniidae,Passeriformes,Dipnotetrapodomorpha
Cyanopica cyanus,Cyanopica cyanus,193059,Corvidae,Passeriformes,Dipnotetrapodomorpha
Cyanoptila cyanomelana,Cyanoptila cyanomelana,125286,Muscicapidae,Passeriformes,Dipnotetrapodomorpha
Delichon urbicum,Delichon urbicum,88116,Hirundinidae,Passeriformes,Dipnotetrapodomorpha
Diuca diuca,Diuca diuca,460193,Thraupidae,Passeriformes,Dipnotetrapodomorpha
Dumetella carolinensis,Dumetella carolinensis,111981,Mimidae,Passeriformes,Dipnotetrapodomorpha
Emberiza calandra,Emberiza calandra,460200,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Emberiza cioides,Emberiza cioides,260902,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Emberiza citrinella,Emberiza citrinella,37595,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Emberiza hortulana,Emberiza hortulana,498208,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Emberiza rustica,Emberiza rustica,36250,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Emberiza schoeniclus,Emberiza schoeniclus,30425,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Empidonax alnorum,Empidonax alnorum,209618,Tyrannidae,Passeriformes,Dipnotetrapodomorpha
Empidonax difficilis,Empidonax difficilis,183525,Tyrannidae,Passeriformes,Dipnotetrapodomorpha
Empidonax traillii,Empidonax traillii,164674,Tyrannidae,Passeriformes,Dipnotetrapodomorpha
Eremophila alpestris,Eremophila alpestris,135430,Alaudidae,Passeriformes,Dipnotetrapodomorpha
Erithacus rubecula,Erithacus rubecula,37610,Turdidae,Passeriformes,Dipnotetrapodomorpha
Erythrura gouldiae,Chloebia gouldiae,44316,Estrildidae,Passeriformes,Dipnotetrapodomorpha
Erythrura psittacea,Erythrura psittacea,1036804,Estrildidae,Passeriformes,Dipnotetrapodomorpha
Estrilda melpoda,Estrilda melpoda,247542,Estrildidae,Passeriformes,Dipnotetrapodomorpha
Estrilda troglodytes,Estrilda troglodytes,247541,Estrildidae,Passeriformes,Dipnotetrapodomorpha
Euphagus cyanocephalus,Euphagus cyanocephalus,84817,Icteridae,Passeriformes,Dipnotetrapodomorpha
Euphonia violacea,Euphonia violacea,1105364,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Euplectes afer,Euplectes afer,229097,Ploceidae,Passeriformes,Dipnotetrapodomorpha
Euplectes franciscanus,Euplectes franciscanus,441672,Ploceidae,Passeriformes,Dipnotetrapodomorpha
Euplectes orix,Euplectes orix,229098,Ploceidae,Passeriformes,Dipnotetrapodomorpha
Eurillas latirostris,Eurillas latirostris,59950,Pycnonotidae,Passeriformes,Dipnotetrapodomorpha
Eurillas virens,Eurillas virens,1743266,Pycnonotidae,Passeriformes,Dipnotetrapodomorpha
Ficedula hypoleuca,Ficedula hypoleuca,46689,Muscicapidae,Passeriformes,Dipnotetrapodomorpha
Formicarius analis,Formicarius analis,123377,Formicariidae,Passeriformes,Dipnotetrapodomorpha
Fringilla coelebs,Fringilla coelebs,37598,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Fringilla montifringilla,Fringilla montifringilla,36255,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Galerida cristata,Galerida cristata,215306,Alaudidae,Passeriformes,Dipnotetrapodomorpha
Garrulax leucolophus,Garrulax leucolophus,98127,Leiothrichidae,Passeriformes,Dipnotetrapodomorpha
Garrulus glandarius,Garrulus glandarius,56783,Corvidae,Passeriformes,Dipnotetrapodomorpha
Geospiza fortis,Geospiza fortis,48883,Thraupidae,Passeriformes,Dipnotetrapodomorpha
Geothlypis tolmiei,Geothlypis tolmiei,142474,Parulidae,Passeriformes,Dipnotetrapodomorpha
Geothlypis trichas,Geothlypis trichas,135433,Parulidae,Passeriformes,Dipnotetrapodomorpha
Gracula religiosa,Gracula religiosa,116992,Sturnidae,Passeriformes,Dipnotetrapodomorpha
Grallina cyanoleuca,Grallina cyanoleuca,254541,Monarchidae,Passeriformes,Dipnotetrapodomorpha
Gubernatrix cristata,Gubernatrix cristata,555261,Thraupidae,Passeriformes,Dipnotetrapodomorpha
Guira guira,Guira guira,30392,Crotophagidae,Cuculiformes,Dipnotetrapodomorpha
Gymnorhina tibicen,Gymnorhina tibicen,9132,Artamidae,Passeriformes,Dipnotetrapodomorpha
Haemorhous mexicanus,Haemorhous mexicanus,30427,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Haemorhous purpureus,Haemorhous purpureus,142468,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Hesperiphona vespertina,Hesperiphona vespertina,670343,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Himatione sanguinea,Himatione sanguinea,64801,Fringillidae,Passeriformes,Dipnotetrapodomorpha
Hippolais icterina,Hippolais icterina,68497,Sylviidae,Passeriformes,Dipnotetrapodomorpha
Hirundo aethiopica,Hirundo aethiopica,317129,Hirundinidae,Passeriformes,Dipnotetrapodomorpha
